umbral,TP,FP,TN,FN,TPR,FPR
-2.522768974304199,110,74,54,18,0.859375,0.578125
-2.5315048694610596,111,74,54,17,0.8671875,0.578125
-2.5446219444274902,112,74,54,16,0.875,0.578125
-2.5641684532165527,112,75,53,16,0.875,0.5859375
-2.621354103088379,112,76,52,16,0.875,0.59375
-2.6508498191833496,113,76,52,15,0.8828125,0.59375
-2.6793715953826904,113,77,51,15,0.8828125,0.6015625
-2.722768545150757,113,78,50,15,0.8828125,0.609375
-2.801302433013916,113,79,49,15,0.8828125,0.6171875
-2.821589946746826,114,79,49,14,0.890625,0.6171875
-2.884087324142456,114,80,48,14,0.890625,0.625
-2.914822816848755,114,81,47,14,0.890625,0.6328125
-2.9343693256378174,114,82,46,14,0.890625,0.640625
-2.9669792652130127,115,82,46,13,0.8984375,0.640625
-3.029038429260254,115,83,45,13,0.8984375,0.6484375
-3.0657787322998047,115,84,44,13,0.8984375,0.65625
-3.1265504360198975,115,85,43,13,0.8984375,0.6640625
-3.1405413150787354,115,86,42,13,0.8984375,0.671875
-3.2133307456970215,115,87,41,13,0.8984375,0.6796875
-3.2735795974731445,115,88,40,13,0.8984375,0.6875
-3.309713363647461,115,89,39,13,0.8984375,0.6953125
-3.311493396759033,115,90,38,13,0.8984375,0.703125
-3.3227627277374268,116,90,38,12,0.90625,0.703125
-3.400357246398926,117,90,38,11,0.9140625,0.703125
-3.419997453689575,117,91,37,11,0.9140625,0.7109375
-3.4276769161224365,118,91,37,10,0.921875,0.7109375
-3.43510103225708,118,92,36,10,0.921875,0.71875
-3.449923515319824,118,93,35,10,0.921875,0.7265625
-3.4665098190307617,118,94,34,10,0.921875,0.734375
-3.505490303039551,118,95,33,10,0.921875,0.7421875
-3.5191550254821777,118,96,32,10,0.921875,0.75
-3.5285770893096924,119,96,32,9,0.9296875,0.75
-3.583531618118286,119,97,31,9,0.9296875,0.7578125
-3.5861096382141113,119,98,30,9,0.9296875,0.765625
-3.631598472595215,119,99,29,9,0.9296875,0.7734375
-3.6335926055908203,119,100,28,9,0.9296875,0.78125
-3.653160572052002,119,101,27,9,0.9296875,0.7890625
-3.693833351135254,119,102,26,9,0.9296875,0.796875
-3.7934441566467285,119,103,25,9,0.9296875,0.8046875
-3.807412624359131,119,104,24,9,0.9296875,0.8125
-3.823685646057129,119,105,23,9,0.9296875,0.8203125
-4.01134729385376,120,105,23,8,0.9375,0.8203125
-4.043942451477051,120,106,22,8,0.9375,0.828125
-4.120402812957764,120,107,21,8,0.9375,0.8359375
-4.139051914215088,120,108,20,8,0.9375,0.84375
-4.230672836303711,120,109,19,8,0.9375,0.8515625
-4.261231899261475,120,110,18,8,0.9375,0.859375
-4.276625156402588,120,111,17,8,0.9375,0.8671875
-4.4944539070129395,120,112,16,8,0.9375,0.875
-4.499171733856201,120,113,15,8,0.9375,0.8828125
-4.547506332397461,121,113,15,7,0.9453125,0.8828125
-4.575437545776367,121,114,14,7,0.9453125,0.890625
-4.597723960876465,121,115,13,7,0.9453125,0.8984375
-4.6010565757751465,121,116,12,7,0.9453125,0.90625
-4.693589687347412,122,116,12,6,0.953125,0.90625
-4.78682279586792,122,117,11,6,0.953125,0.9140625
-4.806369304656982,122,118,10,6,0.953125,0.921875
-4.865170001983643,123,118,10,5,0.9609375,0.921875
-5.039416313171387,123,119,9,5,0.9609375,0.9296875
-5.089332103729248,123,120,8,5,0.9609375,0.9375
-5.106895446777344,123,121,7,5,0.9609375,0.9453125
-5.108208179473877,124,121,7,4,0.96875,0.9453125
-5.179544448852539,124,122,6,4,0.96875,0.953125
-5.204074382781982,125,122,6,3,0.9765625,0.953125
-5.2683892250061035,125,123,5,3,0.9765625,0.9609375
-5.446384429931641,126,123,5,2,0.984375,0.9609375
-5.505913257598877,126,124,4,2,0.984375,0.96875
-5.634579181671143,126,125,3,2,0.984375,0.9765625
-5.6423468589782715,126,126,2,2,0.984375,0.984375
-5.699676513671875,126,127,1,2,0.984375,0.9921875
-5.954279899597168,126,128,0,2,0.984375,1.0
-6.022579669952393,127,128,0,1,0.9921875,1.0
-6.135358810424805,128,128,0,0,1.0,1.0
-6.135358811424805,128,128,0,0,1.0,1.0
